"Despesa_Sap","Despesa_Tm1"
"Fev - PB1314.3 - PROV IBM DISASTER RISCOVERY MITO JA","PB1314.6 - Disaster Recovery (Manufacturing ITO)"
"Fev - PB1314.4 - PROV TECHEDGE SAP BASIS JANEIRO/18","PB1314.23 - SUPORTE SAP BASIS"
"Fev - PB1314.5 - PROV T SYSTEMS HISTÓRICO FISCAL SISTE","PB1314.9 - AMBIENTE HISTÓRICO CONTABIL E FISCAL"
"Fev - PB1314.6 - DISASTER RECOVERY ARC","PB1314.6 - Disaster Recovery (Manufacturing ITO)"
"Fev - PB1314.14 - IRRF FAT 2017/0892 PRIMEUR ITALY PO 619","PB1314.24 - Suporte 24x7 Spazio"
"Fev - PB1314.16 - PRIMEUR ITALY S R L FAT 2017/0892 PO","PB1314.24 - Suporte 24x7 Spazio"
"Fev - PB1314.17 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.2 - Gestão ITO IBM GITO"
"Fev - PB1314.18 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.2 - Gestão ITO IBM GITO"
"Fev - PB1314.19 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.2 - Gestão ITO IBM GITO"
"Fev - PB1314.20 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.2 - Gestão ITO IBM GITO"
"Fev - PB1314.21 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.3 - Gestão ITO IBM Betim - MISA"
"Fev - PB1314.22 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.3 - Gestão ITO IBM Betim - MISA"
"Fev - PB1314.23 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.4 - Disaster Recovery (Global ITO)"
"Fev - PB1314.24 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.4 - Disaster Recovery (Global ITO)"
"Fev - PB1314.25 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.4 - Disaster Recovery (Global ITO)"
"Fev - PB1314.26 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.4 - Disaster Recovery (Global ITO)"
"Fev - PB1314.27 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.4 - Disaster Recovery (Global ITO)"
"Fev - PB1314.28 - 0800006050 IBM BRASIL INDUSTRIA EM","PB1314.4 - Disaster Recovery (Global ITO)"
"Fev - PB1314.29 - 0800032365 ATIVAS DATA CENTER S EM","PB1314.5 - Disaster Recovery (Collocation Ativas)"
"Fev - PB1314.30 - 0800032365 ATIVAS DATA CENTER S EM","PB1314.5 - Disaster Recovery (Collocation Ativas)"
"Fev - PB1314.31 - GESTÃO ITO IBM BETIM MISA","PB1314.3 - Gestão ITO IBM Betim - MISA"
"Fev - PB1314.33 - SUP E MANT SW SPAZIO PRIMEUR 2/12","PB1314.24 - SUPORTE 24X7 SPAZIO"
"Fev - PB1314.34 - TRANSF ICT VPN","PB1314.2 - Gestão ITO IBM GITO"
"Fev - PB1314.35 - TRANSF ICT PROXY","PB1314.2 - Gestão ITO IBM GITO"
"Fev - PB1314.36 - PROV IBM DISASTER RISCOVERY MITO JA","PB1314.6 - Disaster Recovery (Manufacturing ITO)"
"Fev - PB1314.37 - PROV IBM DISASTER RISCOVERY MITO JA","PB1314.6 - Disaster Recovery (Manufacturing ITO)"
"Fev - PB1314.38 - PROV TECHEDGE SAP BASIS REF JANEIR","PB1314.23 - SUPORTE SAP BASIS"
"Fev - PB1314.39 - PROV T SYSTEMS HISTÓRICO FISCAL SISTE","PB1314.9 - AMBIENTE HISTÓRICO CONTABIL E FISCAL"
"Fev - PB1314.40 - PROV SUP E MANUTENÇÃO 24X7 SW SPAZIO PR","PB1314.24 - Suporte 24x7 Spazio"
"Fev - PB1315.1 - MANUTENÇÃO MICROSOFT PREMIER 8/12","PB1315.2 - SUPORTE TÉCNICO  (SUPORTE PREMIER + MCS MICROSOFT E OUTROS)"
"Fev - PB1316.1 - MIPS IBM CAPACIDADE","PB1316.1 - MIPS IBM (CAPACIDADE)"
"Fev - PB1317.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1317.2 - INFRASTRUCTURAL COMMON SERVICES"
"Fev - PB1317.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1317.2 - INFRASTRUCTURAL COMMON SERVICES"
"Fev - PB1317.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1317.2 - INFRASTRUCTURAL COMMON SERVICES"
"Fev - PB1317.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1317.2 - INFRASTRUCTURAL COMMON SERVICES"
"Fev - PB1317.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1317.2 - INFRASTRUCTURAL COMMON SERVICES"
"Fev - PB1317.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1317.2 - INFRASTRUCTURAL COMMON SERVICES"
"Fev - PB1318.1 - PROV ORACLE LICENSES MANUTENÇÃO SW OR","PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL"
"Fev - PB1318.2 - PROV ORACLE LICENSES MANUTENÇÃO SW OR","PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL"
"Fev - PB1318.3 - PROV ORACLE LICENSES MANUTENÇÃO SW OR","PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL"
"Fev - PB1318.4 - PROV ORACLE LICENSES MANUTENÇÃO SW OR","PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL"
"Fev - PB1321.1 - USO SW SAAS","PB1321.2 - MANUTENÇÃO LICENÇAS SW DEVOPS"
"Fev - PB1321.2 - SW APPCELERATOR 2/12","PB1321.1 - MANUTENÇÃO LICENÇAS SW APPCELERATOR"
"Fev - PB1322.1 - 0800028968 NPO SISTEMAS DE INFO EM","PB1322.4 - Amazon AWS - Platform as a Service (Cloud)"
"Fev - PB1322.2 - 0800028968 NPO SISTEMAS DE INFO EM","PB1322.4 - Amazon AWS - Platform as a Service (Cloud)"
"Fev - PB1322.3 - PROV AMS L3C","PB1322.2 - AMS L3C"
"Fev - PB1322.4 - PROV STEFANINI AMS L3C","PB1322.2 - AMS L3C"
"Fev - PB1322.5 - PROV FORCE ONE SQUADS APPS JANEIRO/","PB1322.3 - On-going projetos estratégicos (Squad Apps)"
"Fev - PB1322.6 - PROV VETTA PROFESSIONAL SERVICES JA","PB1322.5 - Serviços de Integração de Dados"
"Fev - PB1322.7 - PROV SQUADRA PROFESSIONAL SERVICES","PB1322.6 - Serviços de Automação/IoT"
"Fev - PB1322.8 - PROV AVENUE CODE AMS APLICAÇÕES DIGIT","PB1322.7 - AMS Aplicações Digital"
"Fev - PB1322.9 - PROV FORCE ONE PROFESSIONAL SERVICES","PB1322.8 - Serviços DevOps"
"Fev - PB1322.10 - PROV TAKENET PROFESSIONAL SERVICES","PB1322.16 - On-going projetos estratégicos (Squad Chatbot)"
"Fev - PB1322.13 - 0053700024 SERVIÇO DE PROCESSAMENTO","PB1322.4 - Amazon AWS - Platform as a Service (Cloud)"
"Fev - PB1322.15 - 0800002936 STEFANINI CONSULTORI EM","PB1322.2 - AMS L3C"
"Fev - PB1322.16 - 0800002936 STEFANINI CONSULTORI EM","PB1322.2 - AMS L3C"
"Fev - PB1322.17 - 0800028968 NPO SISTEMAS DE INFO EM","PB1322.4 - Amazon AWS - Platform as a Service (Cloud)"
"Fev - PB1322.18 - 0800028968 NPO SISTEMAS DE INFO EM","PB1322.4 - Amazon AWS - Platform as a Service (Cloud)"
"Fev - PB1322.19 - 0800036298 AVENUE CODE DESEN DE EM","PB1322.7 - AMS Aplicações Digital"
"Fev - PB1322.20 - 0800036298 AVENUE CODE DESEN DE EM","PB1322.7 - AMS Aplicações Digital"
"Fev - PB1322.21 - PROV FORCE ONE PROFESSIONAL SERVICES","PB1322.8 - Serviços DevOps"
"Fev - PB1322.22 - PROV FORCE ONE SQUADS APPS REF JAN","PB1322.3 - On-going projetos estratégicos (Squad Apps)"
"Fev - PB1322.23 - PROV SQUADRA PROFESSIONAL SERVICES","PB1322.6 - Serviços de Automação/IoT"
"Fev - PB1322.24 - PROV STEFANINI AMS L3C REF JANEIRO","PB1322.2 - AMS L3C"
"Fev - PB1322.25 - PROV TAKENET PROFESSIONAL SERVICES","PB1322.16 - On-going projetos estratégicos (Squad Chatbot)"
"Fev - PB1322.26 - PROV VETTA PROFESSIONAL SERVICES RE","PB1322.5 - Serviços de Integração de Dados"
"Fev - PB1325.1 - PROV OUTSOURCING DE IMPRESSÃO JANEIRO/17","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.2 - PROV OUTSOURCING DE IMPRESSÃO CJDR JANEI","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.3 - PROV XEROX IMPRESSÃO DE GRANDES FORMAT","PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS"
"Fev - PB1325.4 - PROV XEROX IMPRESSÃO GRANDES FORMATOS","PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS"
"Fev - PB1325.5 - PROV XEROX IMPRESSÃO CJDR DEZEMBRO/","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.6 - IMPRESSAO XEROX FEVEREIRO","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.7 - IMPRESSAO XEROX JANEIRO","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.8 - IMPRESSAO XEROX CJDR JANEIRO","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.9 - PROV OUTSOURCING DE IMPRESSÃO FEVEREIRO/","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.10 - PROV OUTSOURCING DE IMPRESSÃO CJDR FEVER","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1325.11 - PROV XEROX IMPRESSÃO DE GRANDES FORMAT","PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS"
"Fev - PB1325.12 - PROV XEROX IMPRESSÃO GRANDES FORMATOS","PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS"
"Fev - PB1325.13 - PROV XEROX IMPRESSÃO CENTRALIZADA CO","PB1325.2 - IMPRESSÃO DE ESCRITÓRIO"
"Fev - PB1326.7 - TRANSF RECLASSIFICACAO ENGENHARIA","PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA"
"Fev - PB1326.8 - TRANSF RECLASSIFICACAO ENGENHARIA","PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA"
"Fev - PB1326.9 - TRANSF RECLASSIFICACAO ENGENHARIA","PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA"
"Fev - PB1329.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1329.1 - Repasse de Custos FCA Itália 2016/2017"
"Fev - PB1329.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1329.1 - Repasse de Custos FCA Itália 2016/2017"
"Fev - PB1329.3 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1329.1 - Repasse de Custos FCA Itália 2016/2017"
"Fev - PB1329.4 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1329.1 - Repasse de Custos FCA Itália 2016/2017"
"Fev - PB1330.3 - 0053700040 WORKSTATION TECNICOS","PB1330.1 - Leasing de computadores 2017/1"
"Fev - PB1330.4 - 0053700040 WORKSTATION TECNICOS","PB1330.2 - Leasing de computadores 2017/2"
"Fev - PB1330.5 - LEASING HP REF FEV/18","PB1330.2 - Leasing de computadores 2017/2"
"Fev - PB1330.6 - TRANSF ICT HP LEASING","PB1330.2 - Leasing de computadores 2017/2"
"Fev - PB1331.1 - GESTÃO ITO IBM BETIM MISA ENGENHARIA","PB1331.3 - GESTÃO ITO IBM BETIM - MISA ENGENHARIA (STORAGE)"
"Fev - PB1331.2 - GESTÃO ITO IBM GITO ENGENHARIA","PB1331.2 - GESTÃO ITO IBM GITO - ENGENHARIA (TEAM CENTER)"
"Fev - PB1332.1 - PROV NPO FACILITIES DATA CENTER GESTÃ","PB1332.3 - [POINT] GESTÃO PROXIMITY POINT"
"Fev - PB1332.2 - GESTÃO ITO IBM BETIM MISA INDUSTRIAL","PB1332.2 - GESTÃO ITO IBM BETIM - MISA INDUSTRIAL"
"Fev - PB1332.3 - PROV NPO FACILITIES DATA CENTER GESTÃ","PB1332.3 - [POINT] GESTÃO PROXIMITY POINT"
"Fev - PB1333.1 - ICTL GERENCIA DE PROJETOS ICT MEDIA",""
"Fev - PB1344.1 - PROV STEFANINI GESTÃO DE ACESSO DEZ","PB1344.2 - SERVIÇOS DE CONTROLE DE ACESSO CENTRALIZADO"
"Fev - PB1344.2 - PROV STEFANINI GESTÃO DE WORKSTATION","PB1344.2 - Serviços de Controle de Acesso Centralizado"
"Fev - PB1344.3 - PROV DELOITTE ELABORACAO CONTROLE SOX","PB1344.1 - SERVIÇOS DE SUPORTE EM SEGURANÇA ICT PARA SOX"
"Fev - PB1344.4 - PROV DELOITTE ELABORACAO CONTROLE SOX","PB1344.1 - SERVIÇOS DE SUPORTE EM SEGURANÇA ICT PARA SOX"
"Fev - PB1344.5 - PROV STEFANINI GESTÃO DE ACESSO REF","PB1344.2 - SERVIÇOS DE CONTROLE DE ACESSO CENTRALIZADO"
"Fev - PB1349.1 - MANUTENÇÃO ANTIVIRUS SYMANTEC 10/12","PB1349.2 - SYMANTEC ENDPOINT PROTECTION"
"Fev - PB1350.1 - TRANSF ICT VPN","PB1350.3 - SUPORTE ITO VPN"
"Fev - PB1350.2 - TRANSF ICT PROXY","PB1350.4 - SUPORTE ITO PROXY"
"Fev - PB1351.1 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1351.1 - Repasse de Custos FCA Itália"
"Fev - PB1351.2 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1351.1 - Repasse de Custos FCA Itália"
"Fev - PB1351.3 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1351.1 - Repasse de Custos FCA Itália"
"Fev - PB1351.4 - PROV ICT DESP FCA ITA JAN DEZ 2018","PB1351.1 - Repasse de Custos FCA Itália"
"Fev - PB1351.5 - PROV ICT DESP FCA ITA JAN DEZ 2017","PB1351.1 - Repasse de Custos FCA Itália"
"Fev - PB1351.6 - PROV ICT DESP FCA ITA JAN DEZ 2016","PB1351.1 - Repasse de Custos FCA Itália"
"Fev - PB1352.1 - PROV GLOBAL PKI CYBERSECURITY 2018","PB1352.1 - GLOBAL PKI CYBERSECURITY"
"Fev - PB1352.2 - PROV GLOBAL PKI CYBERSECURITY 2018","PB1352.1 - GLOBAL PKI CYBERSECURITY"
"Fev - PB1504.1 - PROV DESPESAS ICT 2016","PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA"
"Fev - PB1504.2 - PROV DESPESAS ICT 2017","PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA"
"Fev - PB1504.3 - PROV PRODUCT COSTING AMS FIASA/FAASA 20","PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA"
"Fev - PB1504.5 - PROV DESPESAS ICT 2016","PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA"
"Fev - PB1504.6 - PROV DESPESAS ICT 2017","PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA"
"Fev - PB1504.7 - PROV PRODUCT COSTING AMS FIASA/FAASA 20","PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA"
"Fev - PB1506.1 - PROV RDA/PO 61970705 EVOLUTIVAS IBM C","PB1506.1 - MANUTENÇÕES EVOLUTIVAS"
"Fev - PB1506.2 - PROV RDA/PO 61970705 EVOLUTIVAS IBM C","PB1506.1 - MANUTENÇÕES EVOLUTIVAS"
"Fev - PB1506.3 - PROV RDA/PO 61970705 EVOLUTIVAS IBM C","PB1506.1 - MANUTENÇÕES EVOLUTIVAS"
"Fev - PB1522.1 - PROV SERVICENOW LICENÇA SW","PB1526.3 - Drive IT - Servicenow - Subscription"
"Fev - PB1522.2 - PROV SERVICENOW LICENÇA SW","PB1526.3 - Drive IT - Servicenow - Subscription"
"Fev - PB1525.1 - PROV STEFANINI PLANEJAMENTO E GESTÃO","PB1525.1 - FINANCIAL MANAGEMENT & CONTRACTS"
"Fev - PB1525.2 - PROV STEFANINI PLANEJAM E GESTÃO JAN","PB1525.1 - FINANCIAL MANAGEMENT & CONTRACTS"
"Fev - PB1526.1 - PROV TCS AMS DRIVE IT JAN/18","PB1526.2 - AMS Drive IT"
"Fev - PB1526.2 - PROV TCS AMS DRIVE IT JAN E FEV/18","PB1526.2 - AMS DRIVE IT"
"Fev - PB1528.1 - PROV STEFANINI FLEET MANAG PRODUÇÃO","PB1528.1 - [OUTS] Fleet Management - Manufacturing Areas"
"Fev - PB1528.2 - PROV STEFANINI FLEET MANAG PROD JA","PB1528.1 - [OUTS] FLEET MANAGEMENT - MANUFACTURING AREAS"
"Fev - PB1529.1 - GARANTIA ZEBRA 3 ANOS 19/36","PB1529.1 - [OUTS] THERMAL PRINTERS - GARANTIA"
"Fev - PB1531.1 - MAN SW KEPSERVEREX 21/36","PB1531.4 - [LICENSE] Atualização e Manutenção de Software do seu KEPServerEX"
"Fev - PB1531.2 - MANUTENÇÃO SW OSS 11/12","PB1531.2 - [LICENSE] Maintenance OSS JDA PE"
"Fev - PB1532.1 - PROV ENGINEERING MANUFACTURING JAN/1","PB1532.2 - [PLS] AMS Produção - on site - Shift"
"Fev - PB1532.2 - PROV AUGE SISTEMA DE MONIT DE RESÍDUO","PB1532.7 - [AMS] Aplicações EHS (SIMCA, ION e SSE)"
"Fev - PB1532.3 - PROV STEFANINI SUPORTE TCM METODOLO","PB1532.4 - [AMS] TCM METODOLOGIA"
"Fev - PB1532.4 - [PLS] AMS PRODUÇÃO ON SITE TEAM LEAD","PB1532.2 - [PLS] NPL MES Extended Support"
"Fev - PB1532.5 - 0800022202 ENGINEERING DO BRASI EM","PB1532.2 - [PLS] NPL MES EXTENDED SUPPORT"
"Fev - PB1532.6 - 0800022202 ENGINEERING DO BRASI EM","PB1532.2 - [PLS] NPL MES EXTENDED SUPPORT"
"Fev - PB1532.8 - PROV ENGINEERING MANUFACTURING JAN E","PB1532.2 - [PLS] AMS Produção - on site - Shift"
"Fev - PB1532.9 - PROV AUGE SIST DE MONIT DE RESÍDUO J","PB1532.7 - [AMS] Aplicações EHS (SIMCA, ION e SSE)"
"Fev - PB1532.10 - PROV STEFANINI SUPORTE TCM METOD J","PB1532.4 - [AMS] TCM METODOLOGIA"
"Fev - PB1532.11 - PROV STEFANINI SUPORTE TCM ON GOING","PB1532.5 - [AMS] TCM CAX"
"Fev - PB1533.1 - PROV DESPESAS ICT 2016","PB1533.2 - AMS MES NPL"
"Fev - PB1533.2 - PROV DESPESAS ICT 2017","PB1533.2 - AMS MES NPL"
"Fev - PB1533.3 - PROV DESPESAS ICT 2018","PB1533.2 - AMS MES NPL"
"Fev - PB1533.5 - PROV DESPESAS ICT 2016","PB1533.2 - AMS MES NPL"
"Fev - PB1533.6 - PROV DESPESAS ICT 2017","PB1533.2 - AMS MES NPL"
"Fev - PB1533.7 - PROV DESPESAS ICT 2018","PB1533.2 - AMS MES NPL"
"Fev - PB1539.1 - AMS QDA 9 11/12","PB1539.1 - [AMS] Quality PPR - Plant Process Readiness"
"Fev - PB1541.1 - PROV HEAD MANUT DE HW JAN/18","PB1541.1 - Manutenção de Hardware - Manutenção Codin e Catraca"
"Fev - PB1541.2 - PROV HEAD MANUT DE HW JAN E FEV/18","PB1541.1 - Manutenção de Hardware - Manutenção Codin e Catraca"
"Fev - PB1543.1 - PROV SENIOR MANUTENÇÃO E LICENÇA VETO","PB1543.2 - LICENÇA DE USO VETORH"
"Fev - PB1543.2 - PROV SENIOR MAN E LICENÇA VETOR RH J","PB1543.2 - LICENÇA DE USO VETORH"
"Fev - PB1544.1 - PROV FORCEONE GES MENSAL SUP DO VETO","PB1544.2 - GESTÃO MENSAL SUPORTE DO VETORH"
"Fev - PB1544.2 - PROV FORCEONE GES ME SUP DO VETORH J","PB1544.2 - GESTÃO MENSAL SUPORTE DO VETORH"
"Fev - PB1548.1 - PROV CLICK WM AMS LICENÇAS 2/12","PB1548.2 - CLICK WM AMS - LICENÇAS"
"Fev - PB1548.2 - SW ENGEMAM 7/12","PB1548.1 - MANUTENÇÃO SW ENGEMAN"
"Fev - PB1549.1 - PROV DI2S SCDM PARA INBOUND JAN/18","PB1549.5 - BR_SCM-Roll-out - Comunicação com fornecedor FGCM"
"Fev - PB1549.2 - PROV REPLY MAS CLICK JAN/18","PB1549.2 - Click WM AMS"
"Fev - PB1549.3 - PROV TCS SUPORTE AMS PARA OS SISTEMAS","PB1549.7 - Stars and Eleen"
"Fev - PB1549.4 - PROV T SYSTEMS OBT PATIO PERNAMBUCO M","PB1549.4 - OBT Patio Pernambuco - suporte devices e gates rfid AMS"
"Fev - PB1549.5 - PROV CLICK WM AMS UPDATE 2/12","PB1549.9 - CLICK WM AMS  - PRODUCT UPDATE"
"Fev - PB1549.6 - PROV DI2S JAN E FEV/18","PB1549.5 - BR_SCM-Roll-out - Comunicação com fornecedor FGCM"
"Fev - PB1549.7 - PROV REPLY AMS CLICK JAN E FEV/18","PB1549.2 - Click WM AMS"
"Fev - PB1549.8 - PROV REPLY CLICK WM SUPORTE FEV/18","PB1549.6 - CLICK WM SUPORTE"
"Fev - PB1549.9 - PROV TCS SUPORTE AMS PARA OS SIS JAN","PB1549.7 - Stars and Eleen"
"Fev - PB1549.10 - PROV T SYSTEMS OBT PATIO PE AMS JAN E","PB1549.4 - OBT PATIO PERNAMBUCO - SUPORTE DEVICES E GATES RFID AMS"
"Fev - PB1572.1 - PROV ACCENTURE MAN CORRETIVA E SUP","PB1572.2 - AMS SAP - MANUTENÇÃO CORRETIVA E SUPORTE + ADICIONAL ESCOPO ÁREA COMERCIAL"
"Fev - PB1572.2 - PROV ACCENTURE MAN CORRETIVA JAN E FE","PB1572.2 - AMS SAP - MANUTENÇÃO CORRETIVA E SUPORTE + ADICIONAL ESCOPO ÁREA COMERCIAL"
"Fev - PB1575.1 - LICENÇAS MICROSOFT 9/12","PB1575.2 - LICENÇAS MICROSOFT (2017 A 2019)"
"Fev - PB1576.1 - PROV STEFANINI INSTALL PC PE MAR A","PB1576.1 - IMAC (INSTALL PC)"
"Fev - PB1576.2 - PROV STEFANINI FLEET MANAG ESCRITÓR","PB1576.2 - FIELD SERVICES"
"Fev - PB1576.3 - PROV STEFANINI INSTALL PC PE MAR A","PB1576.1 - IMAC (INSTALL PC)"
"Fev - PB1576.4 - PROV STEFANINI FLEET MANAG ESC JA","PB1576.2 - FIELD SERVICES"
"Fev - PB1577.1 - PROV STEFANINI SERVICE DESK FEV/18","PB1577.1 - SERVICE DESK"
"Fev - PB1579.1 - PROV BT TÉC RESIDENTE GESTÃO DE TELEF","PB1579.2 - TÉCNICO RESIDENTE BT"
"Fev - PB1579.2 - PROV BT TÉC RESIDENTE GESTÃO DE TEL J","PB1579.2 - TÉCNICO RESIDENTE BT"
"Fev - PB1581.1 - PROV JAN 18 ICT NFS VIVO","PB1581.2 - TELEFONIA MÓVEL SG&A"
"Fev - PB1581.2 - PROV VIVO TRAVEL HOME INT + NOV E DEZ","PB1581.2 - TELEFONIA MÓVEL SG&A"
"Fev - PB1581.3 - 0054600002 DESPESA TELEFONIA CELULAR","PB1581.2 - TELEFONIA MÓVEL SG&A"
"Fev - PB1581.4 - 0054600001 DESPESA TELEFONIA FIXA","PB1581.3 - DESPESAS TELEFONIA FIXA SG&A"
"Fev - PB1581.5 - 0054600001 DESPESA TELEFONIA FIXA","PB1581.3 - DESPESAS TELEFONIA FIXA SG&A"
"Fev - PB1581.7 - 0054600001 DESPESA TELEFONIA FIXA","PB1581.3 - DESPESAS TELEFONIA FIXA SG&A"
"Fev - PB1581.8 - 0054600001 DESPESA TELEFONIA FIXA","PB1581.3 - DESPESAS TELEFONIA FIXA SG&A"
"Fev - PB1581.9 - 0054600001 DESPESA TELEFONIA FIXA","PB1581.3 - DESPESAS TELEFONIA FIXA SG&A"
"Fev - PB1581.17 - PROV JAN 18 ICT NFS VIVO","PB1581.2 - TELEFONIA MÓVEL SG&A"
"Fev - PB1582.1 - PROV BT GESTÃO DE TELEPRESENÇA GOI","PB1582.3 - Gestão Mensal Telepresense - TPs e VDCs  - Técnico Residente"
"Fev - PB1582.2 - PROV BT GESTÃO DE TELEPRES GOI JAN","PB1582.3 - Gestão Mensal Telepresense - TPs e VDCs  - Técnico Residente"
"Fev - PB1582.3 - CISCO SMNT TELEP 12/12","PB1582.2 - SMARTNET DE TELEPRESENÇA - TPS E VDCS  - SMARTNET"
"Fev - PB1583.1 - PROV BT WAN LINK GO PLANTA MPLS SET","PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS"
"Fev - PB1583.4 - LOCAÇÃO DE ROTEADOR CPE / PORTA MPLS","PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS"
"Fev - PB1583.6 - 0054600008 TRANSMISSAO DE DADOS E REDE","PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS"
"Fev - PB1583.7 - 0054600008 TRANSMISSAO DE DADOS E REDE","PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS"
"Fev - PB1583.8 - PROV BT WAN LINK MPLS JAN E FEV/18","PB1583.2 - WAN - LINK GOIANA PLANTA - MPLS"
"Fev - PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT GIM/ID","PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS"
"Fev - PB1586.2 - [OSS] ITO SERVERS / INFRA OSS FCA PER","PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS"
"Fev - PB1586.3 - [OSS] ICT GOVERNANCE FCA PERNAMBUCO 30","PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS"
"Fev - PB1586.4 - [AMS] QUALITY ISSUES MANAGEMENT GIM/ID","PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS"
"Fev - PB1586.5 - PROV DESPESAS ICT 2018","PB1586.2 - [AMS] SQP - SUPPLIER QUALITY PERFORMANCE SYSTEM"
"Fev - PB1586.6 - FGP FAT 7470000049 PO 61980024","PB1586.2 - [AMS] SQP - SUPPLIER QUALITY PERFORMANCE SYSTEM"
"Fev - PB1586.7 - IRRF FAT 7470000049 FGP PO 61980024","PB1586.2 - [AMS] SQP - SUPPLIER QUALITY PERFORMANCE SYSTEM"
"Fev - PB1586.8 - CIDE FAT 7470000049 FGP PO 61980024","PB1586.2 - [AMS] SQP - SUPPLIER QUALITY PERFORMANCE SYSTEM"
"Fev - PB1586.9 - FGP FAT 7470000050 PO 61984468","PB1586.2 - [AMS] SQP - SUPPLIER QUALITY PERFORMANCE SYSTEM"
"Fev - PB1586.10 - IRRF FAT 7470000050 FGP PO 61984468","PB1586.2 - [AMS] SQP - SUPPLIER QUALITY PERFORMANCE SYSTEM"
"Fev - PB1586.11 - CIDE FAT 7470000050 FGP PO 61984468","PB1586.2 - [AMS] SQP - SUPPLIER QUALITY PERFORMANCE SYSTEM"
"Fev - PB1586.12 - TRANSF RECLASSIFICAÇÃO OSS","PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS"
"Fev - PB1586.13 - [AMS] QUALITY ISSUES MANAGEMENT GIM/ID","PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS"
"Fev - PB1586.14 - [AMS] QUALITY ISSUES MANAGEMENT GIM/ID","PB1586.1 - [AMS] QUALITY ISSUES MANAGEMENT - GIM/IDS/E-CIMS"
