PB1201.3 - MANUTENÇÕES EVOLUTIVAS RELATÓRIOS FINANCEIROS GS3 |***| PB1201.1 - PROV.MANUTENÇÕES EVOLUTIVAS FINANCE |***| {,EVOLUTIVASFINANCE} |***| 2
PB1308.2 - GESTÃO MENSAL TELEPRESENSE - TPS E VDCS - ITÁLIA |***| PB1308.23 - PROV. GESTÃO MENSAL TELEPRESENSE - TPS E |***| {,TPSMENSALTELEPRESENSEGESTÃO} |***| 5
PB1308.1 - FCMS INTERNET DEDICATED LINK |***| PB1308.24 - PROV. FCMS INTERNET DEDICATED LINK |***| {,DEDICATEDLINKFCMSINTERNET} |***| 4
NAO ENCONTROU MATCH |***| PB1308.25 - PROV.SERVIÇO DE SUPORTE A TELEPRESENCES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1308.26 - VARIAÇÃO CAMBIAL FCA ITEM FEVEREIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1308.27 - VARIAÇÃO CAMBIAL FCA ITEM FEVEREIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1308.28 - VARIAÇÃO CAMBIAL FCA ITEM FEVEREIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1308.29 - VARIAÇÃO CAMBIAL FCA ITEM 2018 FEVEREIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1308.30 - VARIAÇÃO CAMBIAL FCA ITEM 2018 FEVEREIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1308.31 - VARIAÇÃO CAMBIAL FCA ITEM 2018 FEVEREIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1308.32 - PEP PB1308 |***| [] |***| 0
PB1309.3 - MANUTENÇÃO ANUAL SOFTWARE VDI |***| PB1309.4 - PROV. MANUTENÇÃO SW VDI BPC |***| {,VDIMANUTENÇÃOSW} |***| 3
NAO ENCONTROU MATCH |***| PB1309.5 - FIAT ITEM SPA - FAT.4006171586 - PO 6198 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1309.6 - IRRF FAT.4006171586 FIAT ITEM SPA PO. 61 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1309.7 - FIAT ITEM SPA - FAT.4006171586 - PO 6198 |***| [] |***| 0
PB1309.2 - MANUTENÇÃO LICENÇAS BPC |***| PB1309.8 - PROV. ORACLE LICENSES - MANUTENÇÃO LICEN |***| {,MANUTENÇÃO} |***| 1
PB1309.3 - MANUTENÇÃO ANUAL SOFTWARE VDI |***| PB1309.9 - PROV. MANUTENÇÃO SW VDI BPC |***| {,VDIMANUTENÇÃOSW} |***| 3
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.10 - TRANSF. ICT PAGAMENTO FCA ITEM |***| {,FCA} |***| 1
NAO ENCONTROU MATCH |***| PB1309.11 - PROV.LICENÇAS SAP E SIEBEL |***| [] |***| 0
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.12 - VARIAÇÃO CAMBIAL FCA ITEM FEVEREIRO |***| {,FCA} |***| 1
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.13 - VARIAÇÃO CAMBIAL FCA ITEM FEVEREIRO |***| {,FCA} |***| 1
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.14 - VARIAÇÃO CAMBIAL FCA ITEM FEVEREIRO |***| {,FCA} |***| 1
PB1309.1 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1309.15 - VARIAÇÃO CAMBIAL FCA ITEM 2018 FEVEREIRO |***| {,FCA} |***| 1
NAO ENCONTROU MATCH |***| PB1309.16 - PEP PB1309 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1310.1 - PROV. NPO - FACILITIES DATA CENTER - DEZ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1310.2 - A&I_FAC_MAINTENANCE_DATA CENTER BETIM |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1310.3 - PROV. NPO - FACILITIES DATA CENTER - REF |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1310.4 - PEP PB1310 |***| [] |***| 0
PB1311.1 - FACILITIES (DC HORTOLÂNDIA) |***| PB1311.1 - DATA CENTER FACILITIES - M2 UTILIZATION |***| {,FACILITIES} |***| 1
PB1311.1 - FACILITIES (DC HORTOLÂNDIA) |***| PB1311.2 - DATA CENTER FACILITIES - KVA UTILIZATION |***| {,FACILITIES} |***| 1
NAO ENCONTROU MATCH |***| PB1311.3 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1311.4 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1311.5 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1311.6 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1311.7 - PEP PB1311 |***| [] |***| 0
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.1 - PROV.MANUTENÇÃO HW HP 7/12 |***| {,HPHW} |***| 2
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.2 - PROV.MANUTENÇÃO SERVIDORES - LENOVO 2/12 |***| {,SERVIDORES} |***| 1
NAO ENCONTROU MATCH |***| PB1312.3 - PROV.MANT/SUP A HARDWARE 1/9 |***| [] |***| 0
PB1312.2 - MANUTENÇÃO STORAGE/BACKUP EMC |***| PB1312.4 - PROV. EMC - MANUTENÇÃO HARDWARE STORAGE |***| {,MANUTENÇÃOEMC} |***| 2
PB1312.8 - MANUTENÇÃO HW SERVIDORES CISCO |***| PB1312.5 - MANUTENÇÃO SERVIDORES CISCO |***| {,MANUTENÇÃOCISCOSERVIDORES} |***| 3
NAO ENCONTROU MATCH |***| PB1312.6 - 0800036069-WESTCON BRASIL LTDA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1312.7 - 0800036069-WESTCON BRASIL LTDA-EM- |***| [] |***| 0
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.8 - PROV.MANUTENÇÃO HW HP 8/12 |***| {,HPHW} |***| 2
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.9 - PROV.MANUTENÇÃO SERVIDORES - LENOVO 3/12 |***| {,SERVIDORES} |***| 1
NAO ENCONTROU MATCH |***| PB1312.10 - PROV.MANT/SUP A HARDWARE 2/9 |***| [] |***| 0
PB1312.8 - MANUTENÇÃO HW SERVIDORES CISCO |***| PB1312.11 - MANT SERVIDORES CISCO - 2/12 |***| {,CISCOSERVIDORES} |***| 2
NAO ENCONTROU MATCH |***| PB1312.12 - MANUTENÇÃO/SUPORTE A HARDWARE - 8/12 |***| [] |***| 0
PB1312.2 - MANUTENÇÃO STORAGE/BACKUP EMC |***| PB1312.13 - PROV. EMC - MANUTENÇÃO HARDWARE STORAGE |***| {,MANUTENÇÃOEMC} |***| 2
PB1312.4 - MANUTENÇÃO HW SERVIDORES HP |***| PB1312.14 - PROV. HP - MANUTENÇÃO SERVIDORES - REF. |***| {,MANUTENÇÃOHPSERVIDORES} |***| 3
NAO ENCONTROU MATCH |***| PB1312.15 - PEP PB1312 |***| [] |***| 0
PB1313.4 - MANUTENÇAO DE SW - VMWARE |***| PB1313.1 - PROV.MANUTENÇAO VMWARE 1/12 |***| {,VMWARE} |***| 1
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.2 - PROV. EMC - MANUTENÇÃO LICENÇA STORAGE - |***| {,MANUTENÇÃO} |***| 1
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.3 - PROV. ORACLE - AUDITORIA ORACLE (GAPS) |***| {,ORACLE} |***| 1
PB1313.4 - MANUTENÇAO DE SW - VMWARE |***| PB1313.4 - PROV.MANUTENÇAO VMWARE 2/12 |***| {,VMWARE} |***| 1
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.5 - MANUTENÇÃO DO SW ORACLE - 9/12 |***| {,ORACLEMANUTENÇÃOSW} |***| 3
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.6 - MANUTENÇÃO DO SW ORACLE ADICIONAL - 14/1 |***| {,ORACLEMANUTENÇÃOSW} |***| 3
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.7 - MANUTENÇÃO LICENÇAS MICROSOFT - 9/12 |***| {,MANUTENÇÃOMICROSOFT} |***| 2
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.8 - MANUTENÇÃO LICENÇAS MICROSOFT - 9/12 |***| {,MANUTENÇÃOMICROSOFT} |***| 2
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.9 - MANT SW ELA IBM  - 5/12 |***| {,SW} |***| 1
PB1313.11 - MANUTENÇÃO DE SW - SPAZIO + ORCHESTRATION |***| PB1313.10 - MANUTENÇÃO SW SPAZIO - 8/12 |***| {,MANUTENÇÃOSWSPAZIO} |***| 3
PB1313.6 - MANUTENÇÃO DE SW - LINUX (REDHAT) |***| PB1313.11 - MANUTENÇÃO LINUX (REDHAT) - 11/12 |***| {,MANUTENÇÃOLINUX(REDHAT)} |***| 3
PB1313.2 - MANUTENÇÃO DE SW - MICROSOFT |***| PB1313.12 - PROV. EMC - MANUTENÇÃO LICENÇA STORAGE - |***| {,MANUTENÇÃO} |***| 1
PB1313.5 - MANUTENÇÃO DE SW - DATABASES AND EXALYTICS - ORACLE |***| PB1313.13 - PROV. ORACLE - AUDITORIA ORACLE (GAPS) |***| {,ORACLE} |***| 1
NAO ENCONTROU MATCH |***| PB1313.14 - PEP PB1313 |***| [] |***| 0
PB1314.16 - MANUTENÇÃO E OPERAÇÃO DO SISTEMA DE MONITORAÇÃO DE CÂMERAS DE SEGURANÇA |***| PB1314.1 - PROV. ATIVAS - SERVIÇO DE DATA CENTER - |***| {,DE} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.2 - PROV. IBM - DISASTER RISCOVERY MITO - JA |***| {,IBM} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.3 - PROV. IBM - DISASTER RISCOVERY MITO - JA |***| {,IBM} |***| 1
PB1314.23 - SUPORTE SAP BASIS |***| PB1314.4 - PROV. TECHEDGE - SAP BASIS - JANEIRO/18 |***| {,SAPBASIS} |***| 2
PB1314.9 - AMBIENTE HISTÓRICO CONTABIL E FISCAL |***| PB1314.5 - PROV. T-SYSTEMS - HISTÓRICO FISCAL SISTE |***| {,FISCALHISTÓRICO} |***| 2
PB1314.4 - DISASTER RECOVERY (GLOBAL ITO) |***| PB1314.6 - DISASTER RECOVERY - ARC |***| {,DISASTERRECOVERY} |***| 2
PB1314.4 - DISASTER RECOVERY (GLOBAL ITO) |***| PB1314.9 - DISASTER RECOVERY |***| {,DISASTERRECOVERY} |***| 2
PB1314.4 - DISASTER RECOVERY (GLOBAL ITO) |***| PB1314.10 - DISASTER RECOVERY |***| {,DISASTERRECOVERY} |***| 2
NAO ENCONTROU MATCH |***| PB1314.12 - FACILITIES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.13 - MITO ARC |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.14 - IRRF FAT.2017/0892 PRIMEUR ITALY PO. 619 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.15 - SERVIÇOS DATA CENTER |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.16 - PRIMEUR ITALY S.R.L - FAT.2017/0892 - PO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.17 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.18 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.19 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.20 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.21 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.22 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.23 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.24 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.25 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.26 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.27 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.28 - 0800006050-IBM BRASIL INDUSTRIA-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.29 - 0800032365-ATIVAS DATA CENTER S-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1314.30 - 0800032365-ATIVAS DATA CENTER S-EM- |***| [] |***| 0
PB1314.3 - GESTÃO ITO IBM BETIM - MISA |***| PB1314.31 - GESTÃO ITO IBM BETIM - MISA |***| {,ITOBETIMGESTÃOMISAIBM} |***| 5
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.32 - GESTÃO ITO IBM GITO |***| {,ITOGITOGESTÃOIBM} |***| 4
PB1314.13 - SUPORTE E MANUTENÇÃO SOFTWARE - CA WORKLOAD |***| PB1314.33 - SUP E MANT SW SPAZIO PRIMEUR - 2/12 |***| {,SW} |***| 2
PB1350.3 - SUPORTE ITO VPN |***| PB1314.34 - TRANSF. ICT VPN |***| {,VPN} |***| 1
PB1350.4 - SUPORTE ITO PROXY |***| PB1314.35 - TRANSF. ICT PROXY |***| {,PROXY} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.36 - PROV. IBM - DISASTER RISCOVERY MITO - JA |***| {,IBM} |***| 1
PB1314.2 - GESTÃO ITO IBM GITO |***| PB1314.37 - PROV. IBM - DISASTER RISCOVERY MITO - JA |***| {,IBM} |***| 1
PB1314.23 - SUPORTE SAP BASIS |***| PB1314.38 - PROV. TECHEDGE - SAP BASIS - REF. JANEIR |***| {,SAPBASIS} |***| 2
PB1314.9 - AMBIENTE HISTÓRICO CONTABIL E FISCAL |***| PB1314.39 - PROV. T-SYSTEMS - HISTÓRICO FISCAL SISTE |***| {,FISCALHISTÓRICO} |***| 2
PB1314.13 - SUPORTE E MANUTENÇÃO SOFTWARE - CA WORKLOAD |***| PB1314.40 - PROV.SUP. E MANUTENÇÃO 24X7 SW SPAZIO PR |***| {,MANUTENÇÃOSW} |***| 3
NAO ENCONTROU MATCH |***| PB1314.41 - PEP PB1314 |***| [] |***| 0
PB1315.2 - SUPORTE TÉCNICO  (SUPORTE PREMIER + MCS MICROSOFT E OUTROS) |***| PB1315.1 - MANUTENÇÃO MICROSOFT PREMIER  - 8/12 |***| {,PREMIERMICROSOFT} |***| 3
NAO ENCONTROU MATCH |***| PB1317.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.4 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.7 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1317.8 - PEP PB1317 |***| [] |***| 0
PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1318.4 - PROV. ORACLE LICENSES - MANUTENÇÃO SW OR |***| {,ORACLE} |***| 1
PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1318.5 - VARIAÇÃO CAMBIAL FCA ITEM FEVEREIRO |***| {,FCA} |***| 1
PB1318.2 - MANUTENZIONE LICENZE ORACLE FCA BRASIL |***| PB1318.6 - VARIAÇÃO CAMBIAL FCA ITEM 2018 FEVEREIRO |***| {,FCA} |***| 1
NAO ENCONTROU MATCH |***| PB1318.7 - PEP PB1318 |***| [] |***| 0
PB1321.1 - MANUTENÇÃO LICENÇAS SW APPCELERATOR |***| PB1321.2 - SW APPCELERATOR - 2/12 |***| {,SWAPPCELERATOR} |***| 2
NAO ENCONTROU MATCH |***| PB1321.3 - PEP PB1321 |***| [] |***| 0
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.1 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| {,DE} |***| 1
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.2 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| {,DE} |***| 1
PB1322.2 - AMS L3C |***| PB1322.3 - PROV. AMS L3C |***| {,AMSL3C} |***| 2
PB1322.2 - AMS L3C |***| PB1322.4 - PROV. STEFANINI - AMS L3C |***| {,AMSL3C} |***| 2
NAO ENCONTROU MATCH |***| PB1322.5 - PROV. FORCE ONE - SQUADS APPS - JANEIRO/ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.6 - PROV. VETTA - PROFESSIONAL SERVICES - JA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.7 - PROV. SQUADRA - PROFESSIONAL SERVICES - |***| [] |***| 0
PB1322.7 - AMS APLICAÇÕES DIGITAL |***| PB1322.8 - PROV. AVENUE CODE - AMS APLICAÇÕES DIGIT |***| {,AMSAPLICAÇÕES} |***| 2
NAO ENCONTROU MATCH |***| PB1322.9 - PROV. FORCE ONE - PROFESSIONAL SERVICES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.10 - PROV. TAKENET - PROFESSIONAL SERVICES - |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.11 - SERVIÇO COMPUTAÇÃO EM NUVEM |***| [] |***| 0
PB1322.2 - AMS L3C |***| PB1322.12 - AMS L3C |***| {,AMSL3C} |***| 2
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.13 - 0053700024 - SERVIÇO DE PROCESSAMENTO - |***| {,DE} |***| 1
PB1322.15 - AMS ROADMAP DIGITAL |***| PB1322.14 - AMS ONGOING APLICATIVOS ICT |***| {,AMS} |***| 1
NAO ENCONTROU MATCH |***| PB1322.15 - 0800002936-STEFANINI CONSULTORI-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.16 - 0800002936-STEFANINI CONSULTORI-EM- |***| [] |***| 0
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.17 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| {,DE} |***| 1
PB1322.5 - SERVIÇOS DE INTEGRAÇÃO DE DADOS |***| PB1322.18 - 0800028968-NPO SISTEMAS DE INFO-EM- |***| {,DE} |***| 1
NAO ENCONTROU MATCH |***| PB1322.19 - 0800036298-AVENUE CODE DESEN.DE-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.20 - 0800036298-AVENUE CODE DESEN.DE-EM- |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.21 - PROV. FORCE ONE - PROFESSIONAL SERVICES |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.22 - PROV. FORCE ONE - SQUADS APPS - REF. JAN |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.23 - PROV. SQUADRA - PROFESSIONAL SERVICES - |***| [] |***| 0
PB1322.2 - AMS L3C |***| PB1322.24 - PROV. STEFANINI - AMS L3C - REF. JANEIRO |***| {,AMSL3C} |***| 2
NAO ENCONTROU MATCH |***| PB1322.25 - PROV. TAKENET - PROFESSIONAL SERVICES - |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.26 - PROV. VETTA - PROFESSIONAL SERVICES - RE |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1322.27 - PEP PB1322 |***| [] |***| 0
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.1 - PROV.OUTSOURCING DE IMPRESSÃO JANEIRO/17 |***| {,IMPRESSÃODE} |***| 2
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.2 - PROV.OUTSOURCING DE IMPRESSÃO CJDR JANEI |***| {,IMPRESSÃODE} |***| 2
PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS |***| PB1325.4 - PROV. XEROX - IMPRESSÃO GRANDES FORMATOS |***| {,IMPRESSÃOGRANDESFORMATOS} |***| 3
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.5 - PROV. XEROX - IMPRESSÃO CJDR - DEZEMBRO/ |***| {,IMPRESSÃO} |***| 1
NAO ENCONTROU MATCH |***| PB1325.6 - IMPRESSAO XEROX_FEVEREIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1325.7 - IMPRESSAO XEROX_JANEIRO |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1325.8 - IMPRESSAO XEROX_CJDR_JANEIRO |***| [] |***| 0
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.9 - PROV.OUTSOURCING DE IMPRESSÃO FEVEREIRO/ |***| {,IMPRESSÃODE} |***| 2
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.10 - PROV.OUTSOURCING DE IMPRESSÃO CJDR FEVER |***| {,IMPRESSÃODE} |***| 2
PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS |***| PB1325.11 - PROV.XEROX - IMPRESSÃO DE GRANDES FORMAT |***| {,IMPRESSÃODEGRANDES} |***| 3
PB1325.3 - IMPRESSÃO DE GRANDES FORMATOS |***| PB1325.12 - PROV. XEROX - IMPRESSÃO GRANDES FORMATOS |***| {,IMPRESSÃOGRANDESFORMATOS} |***| 3
PB1325.2 - IMPRESSÃO DE ESCRITÓRIO |***| PB1325.13 - PROV. XEROX - IMPRESSÃO CENTRALIZADA (CO |***| {,IMPRESSÃO} |***| 1
NAO ENCONTROU MATCH |***| PB1325.14 - PEP PB1325 |***| [] |***| 0
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.7 - TRANSF. RECLASSIFICACAO ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.8 - TRANSF. RECLASSIFICACAO ENGENHARIA |***| {,ENGENHARIA} |***| 1
PB1326.1 - TRANSFERÊNCIA SG&A - ENGENHARIA |***| PB1326.9 - TRANSF. RECLASSIFICACAO ENGENHARIA |***| {,ENGENHARIA} |***| 1
NAO ENCONTROU MATCH |***| PB1326.10 - PEP PB1326 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1327.8 - PEP PB1327 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1329.5 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.1 - LEASING HP |***| {,LEASING} |***| 1
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.2 - LEASING HP |***| {,LEASING} |***| 1
NAO ENCONTROU MATCH |***| PB1330.3 - 0053700040 - WORKSTATION TECNICOS |***| [] |***| 0
PB1330.4 - LEASING DE COMPUTADORES 2018/2 |***| PB1330.5 - LEASING HP REF. FEV/18 |***| {,LEASING} |***| 1
NAO ENCONTROU MATCH |***| PB1330.6 - TRANSF. ICT HP_LEASING |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1330.7 - PEP PB1330 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1332.1 - PROV. NPO - FACILITIES DATA CENTER GESTÃ |***| [] |***| 0
PB1332.2 - GESTÃO ITO IBM BETIM - MISA INDUSTRIAL |***| PB1332.2 - GESTÃO ITO IBM BETIM - MISA INDUSTRIAL |***| {,ITOINDUSTRIALIBMMISABETIMGESTÃO} |***| 6
NAO ENCONTROU MATCH |***| PB1332.3 - PROV. NPO - FACILITIES DATA CENTER GESTÃ |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1332.4 - PEP PB1332 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1333.2 - PEP PB1333 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.1 - PROV. STEFANINI - GESTÃO DE ACESSO - DEZ |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.2 - PROV. STEFANINI - GESTÃO DE WORKSTATION |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.3 - PROV. DELOITTE - ELABORACAO CONTROLE SOX |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.5 - PROV. STEFANINI - GESTÃO DE ACESSO - REF |***| [] |***| 0
NAO EXISTE TM1 |***| PB1344.6 - PEP PB1344 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1349.1 - MANUTENÇÃO ANTIVIRUS SYMANTEC - 10/12 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1349.2 - PEP PB1349 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.1 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.2 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.3 - PROV.ICT DESP FCA ITA JAN-DEZ 2018 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.5 - PROV.ICT DESP FCA ITA JAN-DEZ 2017 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.6 - PROV.ICT DESP FCA ITA JAN-DEZ 2016 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.7 - TRANSFERENCIA CAMBIAL FGA ICT |***| [] |***| 0
NAO EXISTE TM1 |***| PB1351.8 - PEP PB1351 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1352.2 - PROV.GLOBAL PKI CYBERSECURITY 2018 |***| [] |***| 0
NAO EXISTE TM1 |***| PB1352.3 - VARIAÇÃO CAMBIAL CHRYSLER 2018 FEVEREIRO |***| [] |***| 0
NAO EXISTE TM1 |***| PB1352.4 - PEP PB1352 |***| [] |***| 0
PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA |***| PB1504.3 - PROV. PRODUCT COSTING AMS FIASA/FAASA 20 |***| {,PRODUCTFIASA/FAASACOSTINGAMS} |***| 4
NAO ENCONTROU MATCH |***| PB1504.4 - TRANSFERENCIA CAMBIAL FGA |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1504.5 - PROV.  DESPESAS ICT 2016 |***| [] |***| 0
NAO ENCONTROU MATCH |***| PB1504.6 - PROV.  DESPESAS ICT 2017 |***| [] |***| 0
PB1504.1 - PRODUCT COSTING AMS FIASA/FAASA |***| PB1504.7 - PROV. PRODUCT COSTING AMS FIASA/FAASA 20 |***| {,PRODUCTFIASA/FAASACOSTINGAMS} |***| 4
NAO ENCONTROU MATCH |***| PB1504.8 - PEP PB1504 |***| [] |***| 0
